layer,from,to
5,3,18
5,3,18
5,3,18
5,3,18
5,3,18
5,3,18
5,3,18
5,3,20
5,3,20
6,12,17
6,2,16
6,2,16
6,2,16
6,2,16
6,2,16
6,2,16
6,2,16
6,2,16
6,2,16
6,2,16
6,2,16
6,2,17
6,11,17
6,11,18
6,11,18
6,11,18
6,11,18
6,11,18
6,11,18
6,11,18
6,11,18
6,11,18
6,11,16
6,11,26
6,11,26
6,11,22
6,11,17
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,18
6,1,20
6,1,27
6,1,42
6,1,17
6,1,22
6,1,22
6,1,22
6,1,22
6,1,22
6,1,22
6,1,23
6,1,23
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,18
6,3,32
6,3,40
6,3,39
6,3,39
6,7,39
6,7,18
6,7,18
6,7,18
6,7,18
6,7,18
6,7,18
6,7,18
6,7,18
6,7,26
6,7,26
6,7,26
6,7,27
6,7,44
6,7,15
6,7,30
6,7,28
6,7,39
6,7,28
6,7,28
6,7,28
6,7,29
6,7,39
6,7,39
6,7,39
6,13,23
6,13,23
7,1,38
7,1,20
7,1,26
7,1,47
7,1,15
7,1,17
7,1,17
7,1,17
7,1,22
7,1,22
7,1,22
7,1,22
7,1,22
7,1,17
7,1,22
7,1,17
7,1,22
7,1,23
7,1,23
7,1,23
7,1,23
7,1,23
7,1,23
7,1,23
7,14,20
7,14,22
7,3,20
7,3,26
7,3,26
7,3,23
7,3,22
7,3,22
7,3,17
7,7,26
7,7,26
7,7,26
7,7,26
7,7,26
7,7,26
7,7,26
7,7,26
7,7,26
7,7,26
7,7,26
7,7,27
7,7,26
7,7,20
7,7,18
7,7,22
7,7,22
7,7,17
7,7,22
7,7,22
7,7,22
7,7,28
7,7,28
7,7,28
7,7,28
7,7,28
7,7,28
7,7,28
7,7,39
7,7,29
7,7,39
7,7,28
7,7,28
7,7,28
7,11,23
7,11,23
7,11,23
7,11,23
7,11,23
7,11,23
7,11,22
